time_s,phase,dP,p17,p18,dVQ_V,loop_gain,polarization_gain,sense_margin_V,vt_shift_V,id_proxy,refresh_needed
5.5e-07,1.0,0.7922518128563992,0.3961259064281996,-0.3961259064281996,0.12676029005702388,0.25,0.16,0.006760290057023888,0.2772881344997397,0.28521065262830375,0.0
6e-07,1.0,0.8199076878520476,0.4099538439260238,-0.4099538439260238,0.13118523005632762,0.25,0.16,0.011185230056327627,0.28696769074821665,0.29516676762673716,0.0
6.499999999999999e-07,1.0,0.8438819546840289,0.42194097734201447,-0.42194097734201447,0.13502111274944464,0.25,0.16,0.015021112749444648,0.29535868413941013,0.30379750368625047,0.0
7e-07,1.0,0.8646647167633873,0.43233235838169365,-0.43233235838169365,0.13834635468214196,0.25,0.16,0.018346354682141963,0.30263265086718555,0.31127929803481946,0.0
7.5e-07,1.0,0.8826808339057493,0.4413404169528746,-0.4413404169528746,0.14122893342491988,0.25,0.16,0.021228933424919882,0.3089382918670122,0.31776510020606974,0.0
8e-07,1.0,0.8982986076957732,0.4491493038478866,-0.4491493038478866,0.1437277772313237,0.25,0.16,0.023727777231323716,0.3144045126935206,0.32338749877047834,0.0
8.499999999999999e-07,1.0,0.9118373106376425,0.45591865531882125,-0.45591865531882125,0.1458939697020228,0.25,0.16,0.025893969702022818,0.31914305872317483,0.32826143182955136,0.0
9e-07,1.0,0.923573713009232,0.461786856504616,-0.461786856504616,0.14777179408147711,0.25,0.16,0.02777179408147712,0.32325079955323116,0.3324865366833235,0.0
9.5e-07,1.0,0.9337477408477384,0.4668738704238692,-0.4668738704238692,0.14939963853563815,0.25,0.16,0.02939963853563815,0.3268117092967084,0.33614918670518584,0.0
1e-06,1.0,0.9425673807323827,0.47128369036619133,-0.47128369036619133,0.15081078091718123,0.25,0.16,0.03081078091718123,0.3298985832563339,0.33932425706365776,0.0
1.05e-06,1.0,0.950212931632136,0.475106465816068,-0.475106465816068,0.15203406906114178,0.25,0.16,0.032034069061141784,0.3325745260712476,0.34207665538756904,0.0
1.1e-06,1.0,0.9568406907385474,0.4784203453692737,-0.4784203453692737,0.15309451051816758,0.25,0.16,0.033094510518167586,0.3348942417584916,0.34446264866587706,0.0
1.15e-06,1.0,0.9625861486327634,0.4812930743163817,-0.4812930743163817,0.15401378378124214,0.25,0.16,0.034013783781242146,0.33690515202146715,0.3465310135077948,0.0
1.2e-06,1.0,0.9675667591052045,0.48378337955260226,-0.48378337955260226,0.15481068145683272,0.25,0.16,0.03481068145683272,0.33864836568682155,0.34832403327787365,0.0
1.2499999999999999e-06,1.0,0.971884340251028,0.485942170125514,-0.485942170125514,0.15550149444016448,0.25,0.16,0.03550149444016448,0.3401595190878598,0.3498783624903701,0.0
1.2999999999999998e-06,1.0,0.9756271559267204,0.4878135779633602,-0.4878135779633602,0.15610034494827527,0.25,0.16,0.03610034494827527,0.34146950457435216,0.3512257761336194,0.0
1.35e-06,1.0,0.9788717201188167,0.48943586005940837,-0.48943586005940837,0.15661947521901068,0.25,0.16,0.03661947521901068,0.34260510204158584,0.352393819242774,0.0
1.4e-06,1.0,0.9816843611112658,0.4908421805556329,-0.4908421805556329,0.15706949777780252,0.25,0.16,0.037069497777802524,0.343589526388943,0.3534063700000557,0.0
1.4499999999999999e-06,1.0,0.9841225774275514,0.4920612887137757,-0.4920612887137757,0.15745961238840822,0.25,0.16,0.037459612388408225,0.34444290209964296,0.3542841278739185,0.0
1.5e-06,1.0,0.9862362132669495,0.4931181066334748,-0.4931181066334748,0.15779779412271194,0.25,0.16,0.03779779412271195,0.34518267464343233,0.3550450367761019,0.0
1.55e-06,1.0,0.9880684774642439,0.49403423873212193,-0.49403423873212193,0.15809095639427903,0.25,0.16,0.038090956394279035,0.3458239671124853,0.35570465188712785,0.0
1.6e-06,1.0,0.9896568268033817,0.49482841340169087,-0.49482841340169087,0.15834509228854107,0.25,0.16,0.03834509228854108,0.3463798893811836,0.35627645764921745,0.0
1.6499999999999999e-06,1.0,0.9910337317425632,0.4955168658712816,-0.4955168658712816,0.1585653970788101,0.25,0.16,0.0385653970788101,0.3468618061098971,0.3567721434273228,0.0
1.6999999999999998e-06,1.0,0.9922273402043965,0.49611367010219826,-0.49611367010219826,0.15875637443270343,0.25,0.16,0.03875637443270344,0.3472795690715388,0.3572018424735828,0.0
1.75e-06,1.0,0.9932620530009145,0.49663102650045726,-0.49663102650045726,0.15892192848014633,0.25,0.16,0.038921928480146334,0.34764171855032006,0.3575743390803292,0.0
1.8e-06,1.0,0.9941590226568048,0.4970795113284024,-0.4970795113284024,0.15906544362508876,0.25,0.16,0.039065443625088764,0.34795565792988165,0.35789724815644974,0.0
1.8499999999999999e-06,1.0,0.9949365858282425,0.49746829291412126,-0.49746829291412126,0.15918985373251882,0.25,0.16,0.03918985373251882,0.3482278050398849,0.35817717089816736,0.0
1.9e-06,1.0,0.9956106381572215,0.49780531907861075,-0.49780531907861075,0.15929770210515545,0.25,0.16,0.03929770210515546,0.3484637233550275,0.3584198297365998,0.0
1.95e-06,1.0,0.9961949592244886,0.4980974796122443,-0.4980974796122443,0.15939119347591818,0.25,0.16,0.039391193475918185,0.34866823572857103,0.3586301853208159,0.0
2e-06,2.0,0.996701494244061,0.4983507471220305,-0.4983507471220305,0.12267095313773058,0.35,0.12307692307692307,0.0026709531377305806,0.3488455229854213,0.3220112519865428,0.0
2.05e-06,2.0,0.9621254689971868,0.4810627344985934,-0.4810627344985934,0.11841544233811528,0.35,0.12307692307692307,-0.001584557661884714,0.33674391414901533,0.31084053613755264,1.0
2.1e-06,2.0,0.9440416064803109,0.47202080324015544,-0.47202080324015544,0.1161897361821921,0.35,0.12307692307692307,-0.003810263817807899,0.3304145622681088,0.30499805747825426,1.0
2.1499999999999997e-06,2.0,0.9294855082254558,0.4647427541127279,-0.4647427541127279,0.11439821639697917,0.35,0.12307692307692307,-0.005601783603020827,0.3253199278789095,0.3002953180420703,1.0
2.2e-06,2.0,0.916872490482699,0.4584362452413495,-0.4584362452413495,0.11284584498248602,0.35,0.12307692307692307,-0.007154155017513972,0.3209053716689446,0.29622034307902584,1.0
2.25e-06,2.0,0.9055544197236542,0.4527772098618271,-0.4527772098618271,0.1114528516582959,0.35,0.12307692307692307,-0.0085471483417041,0.316944046903279,0.29256373560302673,1.0
2.3e-06,2.0,0.8951862588404971,0.44759312942024854,-0.44759312942024854,0.1101767703188304,0.35,0.12307692307692307,-0.009823229681169596,0.31331519059417395,0.2892140220869298,1.0
2.35e-06,2.0,0.885557009899518,0.442778504949759,-0.442778504949759,0.10899163198763298,0.35,0.12307692307692307,-0.011008368012367015,0.3099449534648313,0.28610303396753656,1.0
2.4e-06,2.0,0.8765258695540065,0.43826293477700323,-0.43826293477700323,0.10788010702203156,0.35,0.12307692307692307,-0.012119892977968436,0.30678405434390227,0.28318528093283285,1.0
2.45e-06,2.0,0.8679930172470968,0.4339965086235484,-0.4339965086235484,0.10682990981502728,0.35,0.12307692307692307,-0.013170090184972713,0.30379755603648384,0.2804285132644466,1.0
2.4999999999999998e-06,2.0,0.8598844636833379,0.42994223184166896,-0.42994223184166896,0.10583193399179543,0.35,0.12307692307692307,-0.014168066008204569,0.30095956228916826,0.277808826728463,1.0
2.5499999999999997e-06,2.0,0.852143457176788,0.426071728588394,-0.426071728588394,0.10487919472945081,0.35,0.12307692307692307,-0.015120805270549181,0.2982502100118758,0.2753078861648084,1.0
2.5999999999999997e-06,2.0,0.8447252700448638,0.4223626350224319,-0.4223626350224319,0.10396618708244476,0.35,0.12307692307692307,-0.016033812917555235,0.2956538445157023,0.2729112410914175,1.0
2.65e-06,2.0,0.8375938644583023,0.41879693222915115,-0.41879693222915115,0.10308847562563721,0.35,0.12307692307692307,-0.016911524374362788,0.2931578525604058,0.27060724851729767,1.0
2.7e-06,2.0,0.8307196677553386,0.4153598338776693,-0.4153598338776693,0.1022424206468109,0.35,0.12307692307692307,-0.0177575793531891,0.2907518837143685,0.2683863541978786,1.0
2.75e-06,2.0,0.8240780352054128,0.4120390176027064,-0.4120390176027064,0.1014249889483585,0.35,0.12307692307692307,-0.0185750110516415,0.28842731232189445,0.26624059598944105,1.0
2.8e-06,2.0,0.8176481561729281,0.40882407808646404,-0.40882407808646404,0.10063361922128344,0.35,0.12307692307692307,-0.019366380778716552,0.2861768546605248,0.2641632504558691,1.0
2.85e-06,2.0,0.8114122561052963,0.40570612805264816,-0.40570612805264816,0.09986612382834416,0.35,0.12307692307692307,-0.020133876171655837,0.2839942896368537,0.2621485750494034,1.0
2.8999999999999998e-06,2.0,0.8053550016729255,0.40267750083646275,-0.40267750083646275,0.0991206155905139,0.35,0.12307692307692307,-0.0208793844094861,0.2818742505855239,0.260191615925099,1.0
2.9499999999999997e-06,2.0,0.7994630489508872,0.3997315244754436,-0.3997315244754436,0.09839545217857072,0.35,0.12307692307692307,-0.021604547821429274,0.2798120671328105,0.25828806196874815,1.0
3e-06,2.0,0.7937246945418472,0.3968623472709236,-0.3968623472709236,0.0976891931743812,0.35,0.12307692307692307,-0.022310806825618798,0.2778036430896465,0.2564341320827507,1.0
3.05e-06,2.0,0.7881296022218915,0.3940648011109458,-0.3940648011109458,0.09700056642730973,0.35,0.12307692307692307,-0.02299943357269027,0.27584536077766203,0.25462648687168804,1.0
3.1e-06,2.0,0.7826685859497379,0.39133429297486894,-0.39133429297486894,0.09632844134766004,0.35,0.12307692307692307,-0.023671558652339955,0.2739340050824082,0.25286215853760763,1.0
3.15e-06,2.0,0.7773334355890386,0.3886667177945193,-0.3886667177945193,0.09567180745711243,0.35,0.12307692307692307,-0.024328192542887567,0.2720667024561635,0.25113849457492016,1.0
3.2e-06,2.0,0.7721167754481646,0.3860583877240823,-0.3860583877240823,0.09502975697823564,0.35,0.12307692307692307,-0.024970243021764357,0.2702408714068576,0.24945311206786858,1.0
3.25e-06,2.0,0.7670119483505551,0.38350597417527754,-0.38350597417527754,0.09440147056622215,0.35,0.12307692307692307,-0.025598529433777842,0.26845418192269427,0.24780386023633316,1.0
3.2999999999999997e-06,2.0,0.7620129197930041,0.38100645989650206,-0.38100645989650206,0.09378620551298511,0.35,0.12307692307692307,-0.026213794487014885,0.2667045219275514,0.24618878947158596,1.0
3.3499999999999997e-06,2.0,0.7571141980738727,0.37855709903693635,-0.37855709903693635,0.09318328591678433,0.35,0.12307692307692307,-0.026816714083215662,0.26498996932585545,0.24460612553155886,1.0
3.3999999999999996e-06,2.0,0.7523107672384034,0.3761553836192017,-0.3761553836192017,0.09259209442934195,0.35,0.12307692307692307,-0.027407905570658045,0.26330876853344115,0.24305424787702262,1.0
3.45e-06,2.0,0.7475980304009336,0.3737990152004668,-0.3737990152004668,0.09201206528011491,0.35,0.12307692307692307,-0.027987934719885088,0.26165931064032677,0.24153167136030165,1.0
3.5e-06,2.0,0.7429717615363728,0.3714858807681864,-0.3714858807681864,0.09144267834293818,0.35,0.12307692307692307,-0.028557321657061818,0.26004011653773046,0.24003703065021273,1.0
3.55e-06,2.0,0.7384280642357904,0.3692140321178952,-0.3692140321178952,0.09088345405978959,0.35,0.12307692307692307,-0.029116545940210403,0.2584498224825266,0.23856906690694768,1.0
3.6e-06,2.0,0.7339633362283061,0.36698166811415306,-0.36698166811415306,0.09033394907425306,0.35,0.12307692307692307,-0.029666050925746937,0.2568871676799071,0.23712661631991427,1.0
3.6499999999999998e-06,2.0,0.7295742387084208,0.3647871193542104,-0.3647871193542104,0.08979375245642102,0.35,0.12307692307692307,-0.03020624754357898,0.2553509835479473,0.23570860019810516,1.0
3.6999999999999997e-06,2.0,0.7252576696922649,0.36262883484613245,-0.36262883484613245,0.08926248242366337,0.35,0.12307692307692307,-0.030737517576336623,0.2538401843922927,0.23431401636211635,1.0
3.7499999999999997e-06,2.0,0.7210107407708316,0.3605053703854158,-0.3605053703854158,0.08873978347948697,0.35,0.12307692307692307,-0.03126021652051303,0.25235375926979103,0.2329419316336533,1.0
3.8e-06,2.0,0.7168307567425729,0.35841537837128645,-0.35841537837128645,0.0882253239067782,0.35,0.12307692307692307,-0.03177467609322179,0.25089076485990053,0.23159147525529278,1.0
3.8499999999999996e-06,2.0,0.7127151976987828,0.3563575988493914,-0.3563575988493914,0.08771879356292711,0.35,0.12307692307692307,-0.032281206437072885,0.24945031919457394,0.23026183310268367,1.0
3.9e-06,2.0,0.7086617032081867,0.35433085160409333,-0.35433085160409333,0.08721990193331527,0.35,0.12307692307692307,-0.03278009806668472,0.24803159612286532,0.2289522425749526,1.0
3.9499999999999995e-06,2.0,0.7046680583060808,0.3523340291530404,-0.3523340291530404,0.08672837640690224,0.35,0.12307692307692307,-0.03327162359309775,0.24663382040712828,0.22766198806811844,1.0
4e-06,2.0,0.7007321810412054,0.3503660905206027,-0.3503660905206027,0.08624396074353297,0.35,0.12307692307692307,-0.03375603925646703,0.24525626336442186,0.22639039695177404,1.0
4.05e-06,2.0,0.6968521113726154,0.3484260556863077,-0.3484260556863077,0.0857664137073988,0.35,0.12307692307692307,-0.03423358629260119,0.24389823898041538,0.2251368359819219,1.0
4.1e-06,2.0,0.6930260012408958,0.3465130006204479,-0.3465130006204479,0.08529550784503331,0.35,0.12307692307692307,-0.03470449215496668,0.2425591004343135,0.22390070809321247,1.0
4.15e-06,2.0,0.6892521056645583,0.34462605283227915,-0.34462605283227915,0.0848310283894841,0.35,0.12307692307692307,-0.035168971610515895,0.2412382369825954,0.22268144952239577,1.0
4.2e-06,2.0,0.6855287747344264,0.3427643873672132,-0.3427643873672132,0.08437277227500632,0.35,0.12307692307692307,-0.035627227724993674,0.23993507115704923,0.2214785272218916,1.0
4.25e-06,2.0,0.6818544463971231,0.34092722319856156,-0.34092722319856156,0.08392054724887668,0.35,0.12307692307692307,-0.036079452751123314,0.23864905623899307,0.2202914365283013,1.0
4.2999999999999995e-06,2.0,0.6782276399341023,0.33911381996705114,-0.33911381996705114,0.08347417106881258,0.35,0.12307692307692307,-0.036525828931187415,0.2373796739769358,0.21911969905563305,1.0
4.35e-06,2.0,0.6746469500555491,0.33732347502777454,-0.33732347502777454,0.08303347077606757,0.35,0.12307692307692307,-0.036966529223932426,0.23612643251944215,0.2179628607871774,1.0
4.4e-06,2.0,0.6711110415393445,0.33555552076967227,-0.33555552076967227,0.08259828203561163,0.35,0.12307692307692307,-0.03740171796438836,0.23488886453877056,0.21682049034348055,1.0
4.45e-06,2.0,0.6676186443545048,0.3338093221772524,-0.3338093221772524,0.08216844853593905,0.35,0.12307692307692307,-0.03783155146406095,0.23366652552407666,0.21569217740684002,1.0
4.5e-06,2.0,0.6641685492163338,0.3320842746081669,-0.3320842746081669,0.08174382144201031,0.35,0.12307692307692307,-0.038256178557989684,0.23245899222571684,0.2145775312852771,1.0
4.55e-06,2.0,0.6607596035272194,0.3303798017636097,-0.3303798017636097,0.08132425889565777,0.35,0.12307692307692307,-0.03867574110434223,0.23126586123452678,0.21347617960110166,1.0
4.6e-06,2.0,0.6573907076627161,0.32869535383135806,-0.32869535383135806,0.08090962555848813,0.35,0.12307692307692307,-0.039090374441511866,0.23008674768195062,0.21238776709103135,1.0
4.6499999999999995e-06,2.0,0.6540608115674865,0.32703040578374326,-0.32703040578374326,0.08049979219292142,0.35,0.12307692307692307,-0.03950020780707858,0.22892128404862028,0.21131195450641874,1.0
4.7e-06,2.0,0.6507689116298953,0.3253844558149476,-0.3253844558149476,0.08009463527752557,0.35,0.12307692307692307,-0.039905364722474426,0.22776911907046332,0.2102484176035046,1.0
4.749999999999999e-06,2.0,0.6475140478077205,0.32375702390386024,-0.32375702390386024,0.0796940366532579,0.35,0.12307692307692307,-0.040305963346742094,0.22662991673270216,0.209196846214802,1.0
4.8e-06,2.0,0.6442953009806147,0.32214765049030736,-0.32214765049030736,0.07929788319761412,0.35,0.12307692307692307,-0.040702116802385876,0.22550335534321514,0.20815694339373708,1.0
4.85e-06,2.0,0.6411117905077042,0.3205558952538521,-0.3205558952538521,0.07890606652402513,0.35,0.12307692307692307,-0.04109393347597487,0.22438912667769645,0.20712842462556597,1.0
4.9e-06,2.0,0.6379626719711211,0.31898133598556055,-0.31898133598556055,0.07851848270413798,0.35,0.12307692307692307,-0.04148151729586201,0.22328693518989237,0.20611101709836221,1.0
4.95e-06,2.0,0.6348471350883563,0.31742356754417816,-0.31742356754417816,0.07813503201087461,0.35,0.12307692307692307,-0.04186496798912538,0.2221964972809247,0.2051044590285459,1.0
4.9999999999999996e-06,2.0,0.6317644017781611,0.31588220088908053,-0.31588220088908053,0.07775561868038905,0.35,0.12307692307692307,-0.042244381319610946,0.22111754062235636,0.20410849903602127,1.0
5.05e-06,2.0,0.62871372436634,0.31435686218317,-0.31435686218317,0.07738015069124184,0.35,0.12307692307692307,-0.04261984930875816,0.22004980352821898,0.20312289556450985,1.0
5.0999999999999995e-06,2.0,0.6256943839191911,0.31284719195959554,-0.31284719195959554,0.07700853955928505,0.35,0.12307692307692307,-0.042991460440714946,0.21899303437171685,0.20214741634312328,1.0
5.15e-06,2.0,0.6227056886936071,0.31135284434680355,-0.31135284434680355,0.07664070014690548,0.35,0.12307692307692307,-0.043359299853094516,0.21794699104276247,0.2011818378856269,1.0
5.199999999999999e-06,2.0,0.6197469726939511,0.30987348634697554,-0.30987348634697554,0.07627655048540936,0.35,0.12307692307692307,-0.04372344951459063,0.21691144044288285,0.2002259450241996,1.0
5.25e-06,2.0,0.6168175943268001,0.30840879716340003,-0.30840879716340003,0.07591601160945231,0.35,0.12307692307692307,-0.04408398839054768,0.21588615801438002,0.19927953047481234,1.0
5.3e-06,2.0,0.6139169351455237,0.30695846757276185,-0.30695846757276185,0.075559007402526,0.35,0.12307692307692307,-0.044440992597474,0.2148709273009333,0.19834239443163074,1.0
5.35e-06,2.0,0.6110443986774254,0.3055221993387127,-0.3055221993387127,0.0752054644526062,0.35,0.12307692307692307,-0.04479453554739379,0.2138655395370989,0.19741434418809128,1.0
5.4e-06,2.0,0.6081994093268731,0.30409970466343655,-0.30409970466343655,0.07485531191715361,0.35,0.12307692307692307,-0.045144688082846385,0.21286979326440558,0.19649519378252822,1.0
5.4499999999999995e-06,2.0,0.6053814113484519,0.30269070567422596,-0.30269070567422596,0.07450848139673254,0.35,0.12307692307692307,-0.04549151860326746,0.21188349397195816,0.1955847636664229,1.0
5.5e-06,2.0,0.602589867884719,0.3012949339423595,-0.3012949339423595,0.07416490681658079,0.35,0.12307692307692307,-0.045835093183419204,0.21090645375965164,0.1946828803935246,1.0
5.549999999999999e-06,2.0,0.5998242600636384,0.2999121300318192,-0.2999121300318192,0.07382452431552472,0.35,0.12307692307692307,-0.046175475684475276,0.20993849102227344,0.1937893763282524,1.0
5.6e-06,2.0,0.597084086151203,0.2985420430756015,-0.2985420430756015,0.07348727214168652,0.35,0.12307692307692307,-0.04651272785831348,0.20897943015292103,0.19290408937192713,1.0
5.65e-06,2.0,0.5943688607551552,0.2971844303775776,-0.2971844303775776,0.07315309055448063,0.35,0.12307692307692307,-0.046846909445519364,0.2080291012643043,0.19202686270551167,1.0
5.7e-06,2.0,0.5916781140760671,0.29583905703803354,-0.29583905703803354,0.07282192173243902,0.35,0.12307692307692307,-0.04717807826756097,0.20708733992662345,0.19115754454765244,1.0
5.75e-06,2.0,0.5890113912023637,0.29450569560118184,-0.29450569560118184,0.07249370968644475,0.35,0.12307692307692307,-0.047506290313555244,0.2061539869208273,0.1902959879269175,1.0
5.7999999999999995e-06,2.0,0.5863682514461613,0.29318412572308067,-0.29318412572308067,0.07216840017798909,0.35,0.12307692307692307,-0.047831599822010906,0.20522888800615646,0.18944205046722135,1.0
5.85e-06,2.0,0.5837482677170526,0.2918741338585263,-0.2918741338585263,0.07184594064209877,0.35,0.12307692307692307,-0.04815405935790122,0.2043118937009684,0.1885955941855093,1.0
5.899999999999999e-06,2.0,0.5811510259312077,0.29057551296560385,-0.29057551296560385,0.07152628011461018,0.35,0.12307692307692307,-0.048473719885389815,0.20340285907592268,0.18775648530085173,1.0
5.95e-06,2.0,0.5785761244533736,0.2892880622266868,-0.2892880622266868,0.07120936916349213,0.35,0.12307692307692307,-0.048790630836507864,0.20250164355868075,0.18692459405416684,1.0
6e-06,2.0,0.5760231735695476,0.2880115867847738,-0.2880115867847738,0.07089515982394431,0.35,0.12307692307692307,-0.04910484017605568,0.20160811074934165,0.18609979453785383,1.0
6.05e-06,2.0,0.5734917949882795,0.28674589749413976,-0.28674589749413976,0.070583605537019,0.35,0.12307692307692307,-0.04941639446298099,0.20072212824589783,0.1852819645346749,1.0
6.1e-06,2.0,0.570981621368711,0.2854908106843555,-0.2854908106843555,0.07027466109153366,0.35,0.12307692307692307,-0.04972533890846634,0.19984356747904883,0.18447098536527587,1.0
6.1499999999999996e-06,2.0,0.5684922958736157,0.28424614793680786,-0.28424614793680786,0.06996828256906039,0.35,0.12307692307692307,-0.05003171743093961,0.19897230355576548,0.18366674174378356,1.0
6.2e-06,2.0,0.5660234717458278,0.2830117358729139,-0.2830117358729139,0.06966442729179419,0.35,0.12307692307692307,-0.05033557270820581,0.1981082151110397,0.18286912164095975,1.0
6.2499999999999995e-06,2.0,0.5635748119065752,0.2817874059532876,-0.2817874059532876,0.06936305377311694,0.35,0.12307692307692307,-0.050636946226883056,0.1972511841673013,0.18207801615443198,1.0
6.3e-06,2.0,0.5611459885743375,0.28057299428716875,-0.28057299428716875,0.06906412167068769,0.35,0.12307692307692307,-0.050935878329312304,0.19640109600101813,0.1812933193855552,1.0
6.349999999999999e-06,2.0,0.5587366829029583,0.27936834145147915,-0.27936834145147915,0.06876759174190256,0.35,0.12307692307692307,-0.05123240825809744,0.1955578390160354,0.18051492832249422,1.0
6.4e-06,2.0,0.5563465846378256,0.2781732923189128,-0.2781732923189128,0.06847342580157853,0.35,0.12307692307692307,-0.051526574198421465,0.19472130462323894,0.17974274272914365,1.0
6.45e-06,2.0,0.5539753917890278,0.2769876958945139,-0.2769876958945139,0.0681815866817265,0.35,0.12307692307692307,-0.0518184133182735,0.19389138712615972,0.17897666503953205,1.0
6.5e-06,2.0,0.5516228103204631,0.27581140516023156,-0.27581140516023156,0.06789203819328776,0.35,0.12307692307692307,-0.05210796180671223,0.19306798361216207,0.1782166002573804,1.0
6.55e-06,2.0,0.5492885538539579,0.27464427692697896,-0.27464427692697896,0.0676047450897179,0.35,0.12307692307692307,-0.0523952549102821,0.19225099384888525,0.1774624558605095,1.0
6.5999999999999995e-06,2.0,0.5469723433875122,0.2734861716937561,-0.2734861716937561,0.0673196730323092,0.35,0.12307692307692307,-0.0526803269676908,0.19144032018562926,0.17671414170981165,1.0
6.65e-06,2.0,0.5446739070268521,0.27233695351342607,-0.27233695351342607,0.06703678855715103,0.35,0.12307692307692307,-0.05296321144284896,0.19063586745939823,0.17597156996252147,1.0
6.699999999999999e-06,2.0,0.5423929797295244,0.2711964898647622,-0.2711964898647622,0.06675605904363377,0.35,0.12307692307692307,-0.053243940956366226,0.18983754290533353,0.17523465498953866,1.0
6.75e-06,2.0,0.540129303060822,0.270064651530411,-0.270064651530411,0.06647745268440886,0.35,0.12307692307692307,-0.05352254731559114,0.18904525607128767,0.17450331329657326,1.0
6.799999999999999e-06,2.0,0.537882624960874,0.268941312480437,-0.268941312480437,0.06620093845672295,0.35,0.12307692307692307,-0.053799061543277044,0.1882589187363059,0.17377746344889777,1.0
6.85e-06,2.0,0.5356526995222791,0.26782634976113956,-0.26782634976113956,0.06592648609504974,0.35,0.12307692307692307,-0.05407351390495026,0.18747844483279769,0.17305702599950556,1.0
6.9e-06,2.0,0.5334392867777006,0.2667196433888503,-0.2667196433888503,0.06565406606494777,0.35,0.12307692307692307,-0.05434593393505223,0.1867037503721952,0.17234192342048787,1.0
6.9499999999999995e-06,2.0,0.5312421524968847,0.26562107624844233,-0.26562107624844233,0.06538364953807811,0.35,0.12307692307692307,-0.054616350461921884,0.18593475337390963,0.17163208003745506,1.0
7e-06,2.0,0.5290610679925859,0.26453053399629295,-0.26453053399629295,0.06511520836831826,0.35,0.12307692307692307,-0.05488479163168174,0.18517137379740506,0.17092742196683544,1.0
7.049999999999999e-06,2.0,0.5268958099349312,0.2634479049674656,-0.2634479049674656,0.06484871506891461,0.35,0.12307692307692307,-0.055151284931085384,0.18441353347722592,0.17022787705590087,1.0
7.1e-06,2.0,0.5247461601737715,0.26237308008688576,-0.26237308008688576,0.06458414279061803,0.35,0.12307692307692307,-0.05541585720938197,0.18366115606082,0.16953337482537234,1.0
7.149999999999999e-06,2.0,0.5226119055686044,0.2613059527843022,-0.2613059527843022,0.06432146530075131,0.35,0.12307692307692307,-0.05567853469924869,0.18291416694901153,0.1688438464144722,1.0
7.2e-06,2.0,0.5204928378256756,0.2602464189128378,-0.2602464189128378,0.06406065696316007,0.35,0.12307692307692307,-0.05593934303683992,0.18217249323898643,0.16815922452829518,1.0
7.25e-06,2.0,0.5183887533418878,0.2591943766709439,-0.2591943766709439,0.06380169271900157,0.35,0.12307692307692307,-0.05619830728099842,0.18143606366966072,0.16747944338737913,1.0
7.2999999999999996e-06,2.0,0.5162994530551747,0.25814972652758733,-0.25814972652758733,0.06354454806832918,0.35,0.12307692307692307,-0.056455451931670814,0.18070480856931112,0.16680443867936412,1.0
7.35e-06,2.0,0.5142247423010095,0.2571123711505047,-0.2571123711505047,0.06328919905243192,0.35,0.12307692307692307,-0.05671080094756807,0.1799786598053533,0.16613414751263383,1.0
7.3999999999999995e-06,2.0,0.5121644306747455,0.25608221533737274,-0.25608221533737274,0.06303562223689174,0.35,0.12307692307692307,-0.056964377763108254,0.1792575507361609,0.16546850837184085,1.0
7.45e-06,2.0,0.5101183318994987,0.25505916594974937,-0.25505916594974937,0.06278379469532291,0.35,0.12307692307692307,-0.05721620530467708,0.17854141616482455,0.16480746107522265,1.0
